Term Name,Work term Number,GR/UG,Standard Monthly Wage
2015 - Spring,W-2,UG,0.00
2015 - Spring,N/A,UG,0.00
2015 - Spring,N/A,UG,0.00
2015 - Spring,N/A,UG,0.00
2015 - Spring,N/A,UG,0.00
2015 - Spring,W-1,UG,0.00
2015 - Spring,W-2,UG,0.00
2015 - Spring,W-2,UG,0.00
2015 - Spring,N/A,UG,0.00
2015 - Summer,W-4,UG,5050.00
2015 - Summer,W-4,UG,3500.00
2015 - Summer,W-5,UG,4200.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-1,UG,692.54
2015 - Summer,W-1,UG,4339.93
2015 - Summer,W-2,UG,3466.40
2015 - Summer,W-2,UG,3000.00
2015 - Summer,W-1,GR,3500.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,3249.75
2015 - Summer,W-4,UG,3333.33
2015 - Summer,W-2,UG,3002.77
2015 - Summer,W-1,UG,2426.48
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-1,UG,2986.95
2015 - Summer,W-2,UG,3000.00
2015 - Summer,W-2,UG,2800.00
2015 - Summer,W-3,UG,1787.36
2015 - Summer,W-3,UG,3300.00
2015 - Summer,W-6,UG,5155.73
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-2,UG,7000.00
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-3,UG,2802.91
2015 - Summer,W-3,UG,3119.76
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,3200.00
2015 - Summer,W-1,UG,3466.40
2015 - Summer,W-3,UG,7010.92
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,3332.62
2015 - Summer,W-4,UG,3750.00
2015 - Summer,W-3,GR,4333.00
2015 - Summer,W-1,UG,3813.04
2015 - Summer,W-3,UG,2234.34
2015 - Summer,W-3,UG,3231.88
2015 - Summer,W-6,UG,3100.00
2015 - Summer,W-2,UG,2986.95
2015 - Summer,W-2,UG,2500.00
2015 - Summer,W-4,UG,4666.67
2015 - Summer,W-4,UG,3908.37
2015 - Summer,W-3,UG,3932.75
2015 - Summer,W-5,UG,3244.88
2015 - Summer,W-2,UG,2800.00
2015 - Summer,W-3,UG,3986.36
2015 - Summer,W-4,UG,3156.04
2015 - Summer,W-3,UG,3033.10
2015 - Summer,W-2,UG,3087.26
2015 - Summer,W-3,UG,3639.72
2015 - Summer,W-5,UG,3075.00
2015 - Summer,W-5,UG,4000.44
2015 - Summer,W-3,UG,3986.36
2015 - Summer,W-6,UG,5499.44
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-2,UG,3980.94
2015 - Summer,W-3,UG,2802.91
2015 - Summer,W-4,UG,5050.11
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,2924.78
2015 - Summer,W-1,UG,3119.76
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-7,UG,4600.00
2015 - Summer,W-2,UG,3150.00
2015 - Summer,W-1,UG,3006.02
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-2,UG,4697.10
2015 - Summer,W-3,UG,7582.75
2015 - Summer,W-3,UG,5000.00
2015 - Summer,W-4,UG,4874.63
2015 - Summer,W-3,UG,3867.20
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-4,UG,2400.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,3006.02
2015 - Summer,W-4,UG,2599.80
2015 - Summer,W-2,UG,2200.00
2015 - Summer,W-5,UG,4863.00
2015 - Summer,W-5,UG,3400.00
2015 - Summer,W-3,UG,5199.60
2015 - Summer,W-3,UG,2700.00
2015 - Summer,W-2,UG,2968.00
2015 - Summer,W-1,UG,2599.80
2015 - Summer,W-4,GR,0.00
2015 - Summer,W-3,UG,4549.65
2015 - Summer,W-4,UG,3332.62
2015 - Summer,W-5,UG,5892.88
2015 - Summer,W-4,UG,3119.76
2015 - Summer,W-4,UG,3899.70
2015 - Summer,W-2,GR,4188.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-4,UG,3416.67
2015 - Summer,W-3,UG,2599.80
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,3466.40
2015 - Summer,W-4,UG,3160.00
2015 - Summer,W-4,UG,4387.16
2015 - Summer,W-3,UG,3105.89
2015 - Summer,W-2,UG,3291.67
2015 - Summer,W-4,UG,5320.92
2015 - Summer,W-4,UG,5546.24
2015 - Summer,W-3,UG,4116.35
2015 - Summer,W-3,UG,2887.40
2015 - Summer,W-2,UG,4950.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,3033.10
2015 - Summer,W-2,UG,5334.79
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,4159.68
2015 - Summer,W-4,UG,1875.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,3160.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,3309.11
2015 - Summer,W-6,UG,3639.72
2015 - Summer,W-2,UG,3000.00
2015 - Summer,W-4,GR,4073.02
2015 - Summer,W-3,UG,2977.18
2015 - Summer,W-4,UG,3639.72
2015 - Summer,W-3,UG,1500.00
2015 - Summer,W-5,UG,4506.67
2015 - Summer,W-2,UG,3639.72
2015 - Summer,W-5,UG,0.00
2015 - Summer,W-2,GR,5199.60
2015 - Summer,W-1,UG,3119.76
2015 - Summer,N/A,UG,0.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-4,UG,2437.31
2015 - Summer,W-3,UG,3596.39
2015 - Summer,W-4,UG,5199.60
2015 - Summer,W-2,UG,216.65
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,3500.00
2015 - Summer,W-2,UG,2982.84
2015 - Summer,W-3,UG,3033.10
2015 - Summer,W-4,UG,3412.24
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,2700.00
2015 - Summer,W-1,UG,1776.53
2015 - Summer,W-5,UG,5284.53
2015 - Summer,W-5,UG,3276.67
2015 - Summer,W-3,UG,4501.12
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,3212.38
2015 - Summer,W-3,UG,2859.78
2015 - Summer,W-2,UG,3231.88
2015 - Summer,W-2,UG,3000.00
2015 - Summer,W-1,UG,3000.00
2015 - Summer,W-3,UG,5171.98
2015 - Summer,W-4,UG,4200.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,2911.78
2015 - Summer,W-1,UG,3231.88
2015 - Summer,W-4,UG,3119.76
2015 - Summer,W-2,UG,3953.65
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,3394.36
2015 - Summer,W-3,UG,4387.16
2015 - Summer,W-4,UG,3100.00
2015 - Summer,W-2,UG,4100.00
2015 - Summer,W-5,UG,3100.00
2015 - Summer,W-3,UG,3553.06
2015 - Summer,W-1,UG,3000.00
2015 - Summer,W-4,UG,3249.75
2015 - Summer,W-3,UG,3950.00
2015 - Summer,W-4,UG,3400.00
2015 - Summer,W-4,UG,4257.17
2015 - Summer,W-4,UG,2924.78
2015 - Summer,W-6,UG,5566.67
2015 - Summer,W-2,UG,3639.72
2015 - Summer,W-2,UG,3206.42
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,3333.00
2015 - Summer,W-2,UG,2539.68
2015 - Summer,W-4,UG,3293.08
2015 - Summer,W-3,UG,6853.25
2015 - Summer,W-2,UG,2539.68
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-4,UG,3330.99
2015 - Summer,W-4,UG,3293.08
2015 - Summer,W-2,UG,3249.75
2015 - Summer,W-4,UG,3231.88
2015 - Summer,W-5,UG,3639.72
2015 - Summer,W-3,UG,3293.08
2015 - Summer,W-2,UG,2500.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,3972.00
2015 - Summer,W-1,UG,3016.85
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,6066.20
2015 - Summer,W-5,UG,3110.01
2015 - Summer,W-3,UG,3832.11
2015 - Summer,W-4,UG,3250.00
2015 - Summer,W-5,UG,0.00
2015 - Summer,W-2,UG,3466.40
2015 - Summer,W-3,UG,3160.00
2015 - Summer,W-1,UG,2599.80
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,GR,3186.38
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-3,UG,3200.00
2015 - Summer,W-3,UG,3596.67
2015 - Summer,W-3,UG,5050.00
2015 - Summer,W-1,UG,2700.00
2015 - Summer,W-3,UG,3200.00
2015 - Summer,W-1,GR,6022.87
2015 - Summer,W-3,UG,3094.00
2015 - Summer,W-3,UG,3553.06
2015 - Summer,W-1,UG,3033.10
2015 - Summer,W-2,GR,4530.00
2015 - Summer,W-3,UG,3589.00
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,0.00
2015 - Summer,W-3,UG,4224.68
2015 - Summer,W-4,UG,2986.95
2015 - Summer,W-4,UG,3500.00
2015 - Summer,W-3,UG,3249.75
2015 - Summer,W-3,UG,2800.00
2015 - Summer,W-3,UG,3087.26
2015 - Summer,W-1,UG,3150.00
2015 - Summer,W-4,UG,3163.09
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-3,UG,3579.06
2015 - Summer,W-3,UG,3000.00
2015 - Summer,W-1,UG,2800.00
2015 - Summer,W-2,UG,3033.10
2015 - Summer,W-2,UG,6853.25
2015 - Summer,W-3,UG,1750.00
2015 - Summer,W-2,UG,3008.46
2015 - Summer,W-3,UG,3300.00
2015 - Summer,W-2,UG,3737.21
2015 - Summer,W-2,UG,2850.00
2015 - Summer,W-3,GR,0.00
2015 - Summer,W-3,UG,4922.29
2015 - Summer,W-2,UG,5330.00
2015 - Summer,W-4,UG,2773.12
2015 - Summer,W-1,UG,3509.73
2015 - Summer,W-3,GR,4333.00
2015 - Summer,W-3,UG,4675.00
2015 - Summer,W-3,UG,2800.00
2015 - Summer,W-2,UG,4094.69
2015 - Summer,W-3,UG,3020.00
2015 - Summer,W-2,UG,3365.87
2015 - Summer,W-4,UG,3418.78
2015 - Summer,W-3,UG,4719.50
2015 - Summer,W-3,GR,5091.28
2015 - Summer,W-2,GR,3400.00
2015 - Summer,W-3,UG,3293.08
2015 - Summer,W-4,UG,3899.70
2015 - Summer,W-2,UG,1906.52
2015 - Summer,W-2,GR,3526.33
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,2426.48
2015 - Summer,W-2,UG,3336.41
2015 - Summer,W-3,UG,3750.00
2015 - Summer,W-3,UG,4073.02
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,4760.00
2015 - Summer,W-2,UG,2843.53
2015 - Summer,W-3,UG,2987.00
2015 - Summer,W-3,UG,2843.53
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,3466.40
2015 - Summer,W-4,UG,4387.16
2015 - Summer,W-4,UG,4000.00
2015 - Summer,W-4,UG,3332.62
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-3,UG,4812.00
2015 - Summer,W-2,UG,2599.80
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-4,UG,1554.46
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-4,UG,3300.00
2015 - Summer,W-4,UG,4679.64
2015 - Summer,W-1,UG,3100.00
2015 - Summer,W-3,UG,4712.14
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-4,UG,3206.42
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,2900.00
2015 - Summer,W-2,UG,2924.78
2015 - Summer,W-3,UG,3100.00
2015 - Summer,W-4,UG,3500.00
2015 - Summer,W-3,UG,3813.04
2015 - Summer,W-2,UG,3466.40
2015 - Summer,W-2,UG,2800.00
2015 - Summer,W-2,UG,3028.77
2015 - Summer,W-2,UG,3119.76
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-3,UG,2989.77
2015 - Summer,W-3,UG,2977.18
2015 - Summer,W-2,UG,2699.46
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,3200.00
2015 - Summer,W-4,UG,4166.67
2015 - Summer,W-1,UG,3972.08
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,3726.38
2015 - Summer,W-3,UG,3488.07
2015 - Summer,W-1,UG,2716.79
2015 - Summer,W-1,UG,1857.77
2015 - Summer,W-2,UG,3488.07
2015 - Summer,W-1,UG,4852.96
2015 - Summer,W-1,UG,3200.00
2015 - Summer,W-2,UG,2274.83
2015 - Summer,W-5,GR,4870.29
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,2946.44
2015 - Summer,W-3,UG,3119.76
2015 - Summer,W-1,UG,3000.00
2015 - Summer,W-3,UG,3466.40
2015 - Summer,W-4,GR,6416.67
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,3446.36
2015 - Summer,W-2,UG,2911.78
2015 - Summer,W-3,UG,1750.00
2015 - Summer,W-3,UG,2599.80
2015 - Summer,W-3,GR,4760.00
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,4381.53
2015 - Summer,W-1,UG,2762.29
2015 - Summer,W-1,UG,2100.00
2015 - Summer,W-2,UG,2841.54
2015 - Summer,W-4,UG,3120.00
2015 - Summer,W-2,UG,2800.00
2015 - Summer,W-2,UG,2946.44
2015 - Summer,W-2,UG,3119.76
2015 - Summer,W-1,UG,1787.36
2015 - Summer,W-1,UG,2800.00
2015 - Summer,W-2,UG,2946.44
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,3950.00
2015 - Summer,W-2,UG,2699.46
2015 - Summer,W-1,UG,2426.48
2015 - Summer,W-1,UG,2800.00
2015 - Summer,W-1,UG,2599.80
2015 - Summer,W-2,UG,3094.00
2015 - Summer,W-2,UG,3631.05
2015 - Summer,W-2,UG,3466.40
2015 - Summer,W-2,UG,3250.00
2015 - Summer,W-2,UG,2946.44
2015 - Summer,W-1,UG,2800.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,3231.88
2015 - Summer,W-2,UG,3599.10
2015 - Summer,W-1,GR,0.00
2015 - Summer,W-4,GR,0.00
2015 - Summer,W-1,GR,2166.50
2015 - Summer,W-3,GR,4844.29
2015 - Summer,W-2,GR,3561.60
2015 - Summer,W-2,GR,0.00
2015 - Summer,W-2,GR,0.00
2015 - Summer,W-1,UG,3813.04
2015 - Summer,W-2,GR,0.00
2015 - Summer,W-2,GR,4449.99
2015 - Summer,W-2,UG,3163.09
2015 - Summer,W-2,GR,5199.60
2015 - Summer,W-1,GR,3500.00
2015 - Summer,W-2,UG,4232.80
2015 - Summer,W-2,UG,3249.75
2015 - Summer,W-1,UG,2720.00
2015 - Summer,W-1,UG,2843.53
2015 - Summer,W-2,UG,2841.54
2015 - Summer,W-2,UG,3488.07
2015 - Summer,W-1,UG,2946.44
2015 - Summer,W-2,UG,2383.15
2015 - Summer,W-3,UG,3293.08
2015 - Summer,W-1,UG,3100.00
2015 - Summer,W-3,UG,3225.05
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-3,UG,3899.70
2015 - Summer,W-1,UG,2274.83
2015 - Summer,W-2,UG,3016.85
2015 - Summer,W-1,UG,2437.31
2015 - Summer,W-1,UG,2773.12
2015 - Summer,W-2,UG,3500.00
2015 - Summer,W-2,UG,4000.00
2015 - Summer,W-2,UG,2800.00
2015 - Summer,W-1,UG,3000.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,4506.32
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-2,UG,4100.00
2015 - Summer,W-1,UG,4159.68
2015 - Summer,W-1,UG,4333.00
2015 - Summer,W-1,UG,2500.00
2015 - Summer,W-2,UG,2535.67
2015 - Summer,W-1,GR,5000.00
2015 - Summer,W-1,UG,3230.25
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,2850.00
2015 - Summer,W-2,UG,3033.10
2015 - Summer,W-1,UG,3249.75
2015 - Summer,W-3,UG,3466.40
2015 - Summer,W-1,UG,2426.48
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,4100.00
2015 - Summer,W-3,GR,4181.35
2015 - Summer,W-4,UG,1637.87
2015 - Summer,W-2,UG,3000.00
2015 - Summer,W-1,UG,2426.48
2015 - Summer,W-3,UG,4333.00
2015 - Summer,W-2,GR,4138.02
2015 - Summer,W-3,UG,6534.16
2015 - Summer,W-3,UG,4506.32
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,UG,4419.66
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-2,GR,4360.00
2015 - Summer,W-1,UG,2773.12
2015 - Summer,W-1,UG,1906.52
2015 - Summer,W-1,UG,2773.12
2015 - Summer,W-1,GR,3665.72
2015 - Summer,W-1,GR,0.00
2015 - Summer,W-1,UG,2833.78
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,GR,3210.75
2015 - Summer,W-1,GR,3466.40
2015 - Summer,W-1,UG,2330.00
2015 - Summer,W-1,UG,2773.12
2015 - Summer,W-1,UG,2500.00
2015 - Summer,W-2,UG,0.00
2015 - Summer,W-1,UG,2599.80
2015 - Summer,W-1,GR,3249.75
2015 - Summer,W-1,UG,2599.80
2015 - Summer,W-1,UG,2946.44
2015 - Summer,W-1,UG,2047.34
2015 - Summer,W-1,UG,1406.25
2015 - Summer,W-1,UG,2924.78
2015 - Summer,W-1,UG,3466.40
2015 - Summer,W-1,UG,4174.30
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,2599.80
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-1,UG,3033.10
2015 - Summer,W-1,UG,4100.00
2015 - Summer,W-1,UG,1543.63
2015 - Summer,W-1,UG,1665.50
2015 - Summer,W-3,UG,0.00
2015 - Summer,W-1,UG,3791.38
2015 - Summer,W-1,UG,4159.68
2015 - Summer,W-1,UG,3105.89
2015 - Summer,W-2,UG,3956.90
2015 - Summer,W-1,UG,7258.64
2015 - Summer,W-1,UG,3466.40
2015 - Summer,W-1,UG,3000.00
2015 - Summer,W-2,UG,4116.35
2015 - Summer,W-3,UG,3033.10
2015 - Summer,W-1,UG,3231.88
2015 - Summer,W-1,UG,0.00
2015 - Summer,W-1,UG,0.00
